old_symbol	new_symbol
ADGRL3	ADGRL3
KIAA0768	ADGRL3
LEC3	ADGRL3
LPHN3	ADGRL3
ADGRL4	ADGRL4
ETL	ADGRL4
ELTD1	ADGRL4
ADGRV1	ADGRV1
DKFZp761P0710	ADGRV1
KIAA0686	ADGRV1
FEB4	ADGRV1
VLGR1	ADGRV1
USH2C	ADGRV1
MASS1	ADGRV1
GPR98	ADGRV1
ADH1A	ADH1A
ADH1	ADH1A
ADH1B	ADH1B
ADH2	ADH1B
ADH1C	ADH1C
ADH3	ADH1C
ADH4	ADH4
ADH-2	ADH4
ADH5	ADH5
ADH-3	ADH5
ADHX	ADH5
GSNOR	ADH5
FDH	ADH5
ADH6	ADH6
ADH-5	ADH6
ADH7	ADH7
ADH-4	ADH7
ADHFE1	ADHFE1
ADHFe1	ADHFE1
FLJ32430	ADHFE1
ADI1	ADI1
SIPL	ADI1
MTCBP-1	ADI1
ARD	ADI1
APL1	ADI1
FLJ10913	ADI1
HMFT1638	ADI1
mtnD	ADI1
ADIG	ADIG
MGC39724	ADIG
SMAF1	ADIG
RP5-1100H13.2	ADIG
ADIPOQ	ADIPOQ
ACRP30	ADIPOQ
AdipoQ	ADIPOQ
apM1	ADIPOQ
GBP28	ADIPOQ
adiponectin	ADIPOQ
ACDC	ADIPOQ
ADIPOR1	ADIPOR1
PAQR1	ADIPOR1
ACDCR1	ADIPOR1
ADIPOR2	ADIPOR2
PAQR2	ADIPOR2
ACDCR2	ADIPOR2
ADIRF	ADIRF
APM2	ADIRF
AFRO	ADIRF
C10orf116	ADIRF
ADK	ADK
AK	ADK
ADM	ADM
AM	ADM
ADM2	ADM2
AM2	ADM2
FLJ21135	ADM2
ADM5	ADM5
AM5	ADM5
C19orf76	ADM5
ADNP	ADNP
KIAA0784	ADNP
ADNP1	ADNP
ADNP2	ADNP2
KIAA0863	ADNP2
ZNF508	ADNP2
ADO	ADO
FLJ14547	ADO
C10orf22	ADO
ADORA1	ADORA1
RDC7	ADORA1
ADORA2A	ADORA2A
RDC8	ADORA2A
ADORA2	ADORA2A
ADORA2B	ADORA2B
ADORA3	ADORA3
AD026	ADORA3
ADPGK	ADPGK
DKFZp434B195	ADPGK
ADP-GK	ADPGK
ADPRH	ADPRH
ARH1	ADPRH
ADPRHL1	ADPRHL1
ARH2	ADPRHL1
ADPRHL2	ADPRHL2
ARH3	ADPRHL2
FLJ20446	ADPRHL2
ADPRM	ADPRM
MDS006	ADPRM
C17orf48	ADPRM
ADRA1A	ADRA1A
ADRA1L1	ADRA1A
ADRA1C	ADRA1A
ADRA1B	ADRA1B
ADRA1D	ADRA1D
ADRA1R	ADRA1D
ADRA1A	ADRA1D
ADRA1	ADRA1D
ADRA2A	ADRA2A
ADRAR	ADRA2A
ADRA2	ADRA2A
ADRA2R	ADRA2A
ADRA2B	ADRA2B
ADRARL1	ADRA2B
ADRA2L1	ADRA2B
ADRA2RL1	ADRA2B
ADRA2C	ADRA2C
ADRARL2	ADRA2C
ADRA2L2	ADRA2C
ADRA2RL2	ADRA2C
ADRB1	ADRB1
ADRB1R	ADRB1
ADRB2	ADRB2
ADRBR	ADRB2
BAR	ADRB2
B2AR	ADRB2
ADRB2R	ADRB2
ADRB3	ADRB3
ADRM1	ADRM1
GP110	ADRM1
Rpn13	ADRM1
ARM1	ADRM1
ADSL	ADSL
ADSS	ADSS
ADSSL1	ADSSL1
FLJ38602	ADSSL1
ADTRP	ADTRP
dJ413H6.1	ADTRP
AIG1L	ADTRP
C6orf105	ADTRP
AEBP1	AEBP1
ACLP	AEBP1
AEBP2	AEBP2
MGC17922	AEBP2
AEN	AEN
FLJ12484	AEN
FLJ12562	AEN
ISG20L1	AEN
AES	AES
GRG5	AES
TLE5	AES
AFAP1	AFAP1
AFAP-110	AFAP1
AFAP	AFAP1
AFAP1L1	AFAP1L1
FLJ36748	AFAP1L1
AFAP1L2	AFAP1L2
FLJ14564	AFAP1L2
Em:AC005383.4	AFAP1L2
XB130	AFAP1L2
KIAA1914	AFAP1L2
AFDN	AFDN
AF-6	AFDN
AF6	AFDN
MLLT4	AFDN
AFF1	AFF1
AF-4	AFF1
AF4	AFF1
PBM1	AFF1
MLLT2	AFF1
AFF2	AFF2
FRAXE	AFF2
FMR2	AFF2
AFF3	AFF3
MLLT2-like	AFF3
LAF4	AFF3
AFF4	AFF4
AF5Q31	AFF4
MCEF	AFF4
AFG1L	AFG1L
AFG1	AFG1L
LACE1	AFG1L
AFG3L2	AFG3L2
SPAX5	AFG3L2
SCA28	AFG3L2
AFM	AFM
ALB2	AFM
ALBA	AFM
AFMID	AFMID
DKFZp686F03259	AFMID
KF	AFMID
AFP	AFP
FETA	AFP
HPAFP	AFP
AFTPH	AFTPH
MGC33965	AFTPH
FLJ20080	AFTPH
FLJ23793	AFTPH
Nbla10388	AFTPH
AGA	AGA
ASRG	AGA
AGAP1	AGAP1
KIAA1099	AGAP1
GGAP1	AGAP1
CENTG2	AGAP1
AGAP2	AGAP2
CENTG1	AGAP2
AGAP3	AGAP3
CENTG3	AGAP3
AGAP4	AGAP4
Em:AC012044.1	AGAP4
MRIP2	AGAP4
CTGLF1	AGAP4
AGAP8	AGAP4
CTGLF5	AGAP4
AGAP5	AGAP5
Em:AC073389.1	AGAP5
CTGLF2	AGAP5
AGAP6	AGAP6
bA324H6.1	AGAP6
CTGLF3	AGAP6
AGAP9	AGAP9
bA301J7.2	AGAP9
FLJ00312	AGAP9
CTGLF6	AGAP9
AGBL1	AGBL1
FLJ32310	AGBL1
CCP4	AGBL1
AGBL2	AGBL2
FLJ23598	AGBL2
CCP2	AGBL2
AGBL3	AGBL3
MGC32955	AGBL3
CCP3	AGBL3
AGBL4	AGBL4
FLJ14442	AGBL4
CCP6	AGBL4
AGBL5	AGBL5
FLJ21839	AGBL5
CCP5	AGBL5
AGER	AGER
RAGE	AGER
SCARJ1	AGER
AGFG1	AGFG1
RIP	AGFG1
RAB	AGFG1
HRB	AGFG1
AGFG2	AGFG2
RABR	AGFG2
HRBL	AGFG2
AGGF1	AGGF1
VG5Q	AGGF1
HSU84971	AGGF1
FLJ10283	AGGF1
GPATC7	AGGF1
GPATCH7	AGGF1
AGK	AGK
FLJ10842	AGK
MULK	AGK
AGL	AGL
AGMAT	AGMAT
FLJ23384	AGMAT
AGMO	AGMO
FLJ16237	AGMO
TMEM195	AGMO
AGO1	AGO1
hAGO1	AGO1
EIF2C1	AGO1
AGO2	AGO2
hAGO2	AGO2
Q10	AGO2
LINC00980	AGO2
EIF2C2	AGO2
CASC7	AGO2
AGO3	AGO3
hAGO3	AGO3
FLJ12765	AGO3
EIF2C3	AGO3
AGO4	AGO4
hAGO4	AGO4
KIAA1567	AGO4
FLJ20033	AGO4
EIF2C4	AGO4
AGPAT1	AGPAT1
LPAAT-alpha	AGPAT1
AGPAT2	AGPAT2
LPAAT-beta	AGPAT2
BSCL	AGPAT2
AGPAT3	AGPAT3
LPAAT-gamma	AGPAT3
AGPAT4	AGPAT4
LPAAT-delta	AGPAT4
dJ473J16.2	AGPAT4
AGPAT5	AGPAT5
FLJ11210	AGPAT5
LPAAT-e	AGPAT5
LPAAT-epsilon	AGPAT5
AGPS	AGPS
ADHAPS	AGPS
ADAS	AGPS
ALDHPSY	AGPS
ADPS	AGPS
ADAP-S	AGPS
AGR2	AGR2
XAG-2	AGR2
HAG-2	AGR2
AG2	AGR2
PDIA17	AGR2
AGR3	AGR3
HAG3	AGR3
hAG-3	AGR3
BCMP11	AGR3
PDIA18	AGR3
AGRN	AGRN
AGRIN	AGRN
AGRP	AGRP
Agrt	AGRP
ART	AGRP
ASIP2	AGRP
AGT	AGT
SERPINA8	AGT
AGTPBP1	AGTPBP1
KIAA1035	AGTPBP1
Nna1	AGTPBP1
CCP1	AGTPBP1
AGTR1	AGTR1
AT1	AGTR1
AT2R1	AGTR1
AGTR1A	AGTR1
AT2R1A	AGTR1
HAT1R	AGTR1
AG2S	AGTR1
AT2R1B	AGTR1
AT1B	AGTR1
AGTR1B	AGTR1
AGTR2	AGTR2
AT2	AGTR2
MRX88	AGTR2
AGTRAP	AGTRAP
ATRAP	AGTRAP
AGXT	AGXT
AGXT1	AGXT
PH1	AGXT
AGT	AGXT
SPT	AGXT
AGT1	AGXT
SPAT	AGXT
AGXT2	AGXT2
AGT2	AGXT2
AHCTF1	AHCTF1
ELYS	AHCTF1
AHCY	AHCY
SAHH	AHCY
AHCYL1	AHCYL1
XPVKONA	AHCYL1
IRBIT	AHCYL1
PPP1R78	AHCYL1
AHCYL2	AHCYL2
KIAA0828	AHCYL2
AHDC1	AHDC1
DJ159A19.3	AHDC1
RP1-159A19.1	AHDC1
AHI1	AHI1
FLJ20069	AHI1
ORF1	AHI1
JBTS3	AHI1
AHNAK	AHNAK
MGC5395	AHNAK
AHNAK2	AHNAK2
C14orf78	AHNAK2
AHR	AHR
bHLHe76	AHR
AHRR	AHRR
KIAA1234	AHRR
bHLHe77	AHRR
AHH	AHRR
AHHR	AHRR
AHSA1	AHSA1
p38	AHSA1
Aha1	AHSA1
hAha1	AHSA1
C14orf3	AHSA1
AHSG	AHSG
FETUA	AHSG
A2HS	AHSG
HSGA	AHSG
AHSP	AHSP
EDRF	AHSP
ERAF	AHSP
AICDA	AICDA
HIGM2	AICDA
CDA2	AICDA
ARP2	AICDA
AID	AICDA
AIDA	AIDA
FLJ12806	AIDA
C1orf80	AIDA
AIF1	AIF1
IRT-1	AIF1
AIF-1	AIF1
Em:AF129756.17	AIF1
IBA1	AIF1
AIF1L	AIF1L
IBA2	AIF1L
FLJ12783	AIF1L
C9orf58	AIF1L
AIFM1	AIFM1
AIF	AIFM1
CMTX4	AIFM1
PDCD8	AIFM1
NAMSD	AIFM1
AIFM2	AIFM2
FLJ14497	AIFM2
PRG3	AIFM2
AMID	AIFM2
AIFM3	AIFM3
AIFL	AIFM3
FLJ30473	AIFM3
AIG1	AIG1
dJ95L4.1	AIG1
AIG-1	AIG1
FLJ10485	AIG1
AIM2	AIM2
PYHIN4	AIM2
AIMP1	AIMP1
EMAPII	AIMP1
EMAP-2	AIMP1
p43	AIMP1
SCYE1	AIMP1
AIMP2	AIMP2
p38	AIMP2
PRO0992	AIMP2
JTV-1	AIMP2
JTV1	AIMP2
AIP	AIP
XAP2	AIP
ARA9	AIP
FKBP16	AIP
AIPL1	AIPL1
LCA4	AIPL1
AIRE	AIRE
PGA1	AIRE
APS1	AIRE
APECED	AIRE
AJAP1	AJAP1
SHREW1	AJAP1
SHREW-1	AJAP1
MOT8	AJAP1
AJM1	AJM1
ajm-1	AJM1
C9orf172	AJM1
AJUBA	AJUBA
MGC15563	AJUBA
JUB	AJUBA
AK1	AK1
AK2	AK2
AK3	AK3
AKL3L1	AK3
AK6	AK3
AK3L1	AK3
AK4	AK4
AK3	AK4
AK3L1	AK4
AK5	AK5
AK6	AK6
CINAP	AK6
AK7	AK7
FLJ32864	AK7
AK8	AK8
FLJ32704	AK8
C9orf98	AK8
AK9	AK9
FLJ42177	AK9
FLJ25791	AK9
dJ70A9.1	AK9
MGC26954	AK9
C6orf224	AK9
AKD2	AK9
C6orf199	AK9
AKD1	AK9
AKAIN1	AKAIN1
C18orf42	AKAIN1
AKAP1	AKAP1
AKAP121	AKAP1
AKAP149	AKAP1
SAKAP84	AKAP1
S-AKAP84	AKAP1
AKAP84	AKAP1
D-AKAP1	AKAP1
PPP1R43	AKAP1
TDRD17	AKAP1
PRKA1	AKAP1
AKAP2	AKAP2
AKAP-KL	AKAP2
KIAA0920	AKAP2
DKFZp564L0716	AKAP2
MISP2	AKAP2
PRKA2	AKAP2
AKAP3	AKAP3
FSP95	AKAP3
SOB1	AKAP3
AKAP110	AKAP3
CT82	AKAP3
AKAP4	AKAP4
p82	AKAP4
hAKAP82	AKAP4
AKAP82	AKAP4
Fsc1	AKAP4
HI	AKAP4
CT99	AKAP4
AKAP5	AKAP5
AKAP75	AKAP5
AKAP79	AKAP5
AKAP6	AKAP6
KIAA0311	AKAP6
mAKAP	AKAP6
AKAP100	AKAP6
PRKA6	AKAP6
ADAP6	AKAP6
AKAP7	AKAP7
AKAP18	AKAP7
AKAP15	AKAP7
AKAP8	AKAP8
AKAP95	AKAP8
DKFZp586B1222	AKAP8
AKAP8L	AKAP8L
NAKAP95	AKAP8L
HAP95	AKAP8L
AKAP9	AKAP9
KIAA0803	AKAP9
AKAP350	AKAP9
AKAP450	AKAP9
CG-NAP	AKAP9
YOTIAO	AKAP9
HYPERION	AKAP9
PRKA9	AKAP9
MU-RMS-40.16A	AKAP9
PPP1R45	AKAP9
LQT11	AKAP9
AKAP10	AKAP10
D-AKAP2	AKAP10
PRKA10	AKAP10
MGC9414	AKAP10
AKAP11	AKAP11
KIAA0629	AKAP11
AKAP220	AKAP11
PRKA11	AKAP11
FLJ11304	AKAP11
DKFZp781I12161	AKAP11
PPP1R44	AKAP11
AKAP12	AKAP12
AKAP250	AKAP12
SSeCKS	AKAP12
AKAP13	AKAP13
Ht31	AKAP13
BRX	AKAP13
AKAP-Lbc	AKAP13
c-lbc	AKAP13
PROTO-LB	AKAP13
HA-3	AKAP13
ARHGEF13	AKAP13
LBC	AKAP13
AKAP14	AKAP14
AKAP28	AKAP14
AKAP17A	AKAP17A
XE7	AKAP17A
XE7Y	AKAP17A
DXYS155E	AKAP17A
MGC39904	AKAP17A
721P	AKAP17A
CCDC133	AKAP17A
CXYorf3	AKAP17A
SFRS17A	AKAP17A
AKIP1	AKIP1
BCA3	AKIP1
C11orf17	AKIP1
AKIRIN1	AKIRIN1
FLJ12666	AKIRIN1
C1orf108	AKIRIN1
AKIRIN2	AKIRIN2
FLJ10342	AKIRIN2
dJ486L4.2	AKIRIN2
C6orf166	AKIRIN2
AKNA	AKNA
KIAA1968	AKNA
AKNAD1	AKNAD1
MGC26989	AKNAD1
C1orf62	AKNAD1
AKR1A1	AKR1A1
ALR	AKR1A1
DD3	AKR1A1
AKR1B1	AKR1B1
AR	AKR1B1
ALDR1	AKR1B1
AKR1B10	AKR1B10
AKR1B12	AKR1B10
ARL-1	AKR1B10
HIS	AKR1B10
ARL1	AKR1B10
HSI	AKR1B10
ALDRLn	AKR1B10
AKR1B11	AKR1B10
AKR1B15	AKR1B15
AKR1C1	AKR1C1
DDH	AKR1C1
MBAB	AKR1C1
DD1	AKR1C1
HAKRC	AKR1C1
DDH1	AKR1C1
AKR1C2	AKR1C2
DD	AKR1C2
BABP	AKR1C2
DD2	AKR1C2
HAKRD	AKR1C2
MCDR2	AKR1C2
DDH2	AKR1C2
TDD	AKR1C2
AKR1C3	AKR1C3
KIAA0119	AKR1C3
DDX	AKR1C3
HAKRB	AKR1C3
PGFS	AKR1C3
HSD17B5	AKR1C3
AKR1C4	AKR1C4
DD4	AKR1C4
HAKRA	AKR1C4
C11	AKR1C4
3-alpha-HSD	AKR1C4
CDR	AKR1C4
MGC22581	AKR1C4
CHDR	AKR1C4
AKR1D1	AKR1D1
SRD5B1	AKR1D1
AKR1E2	AKR1E2
MGC10612	AKR1E2
AKRDC1	AKR1E2
AKR1CL2	AKR1E2
AKR7A2	AKR7A2
AFAR	AKR7A2
AKR7A3	AKR7A3
AKR7L	AKR7L
AFAR3	AKR7L
AKT1	AKT1
RAC	AKT1
PKB	AKT1
PRKBA	AKT1
AKT	AKT1
AKT1S1	AKT1S1
PRAS40	AKT1S1
MGC2865	AKT1S1
Lobe	AKT1S1
AKT2	AKT2
AKT3	AKT3
PKBG	AKT3
RAC-gamma	AKT3
PRKBG	AKT3
AKTIP	AKTIP
FLJ13258	AKTIP
FTS	AKTIP
ALAD	ALAD
ALADH	ALAD
PBGS	ALAD
ALAS1	ALAS1
ALAS3	ALAS1
ALAS	ALAS1
ALAS2	ALAS2
ASB	ALAS2
ALB	ALB
ALCAM	ALCAM
CD166	ALCAM
MEMD	ALCAM
ALDH1A1	ALDH1A1
RALDH1	ALDH1A1
PUMB1	ALDH1A1
ALDH1	ALDH1A1
ALDH1A2	ALDH1A2
RALDH2	ALDH1A2
ALDH1A3	ALDH1A3
RALDH3	ALDH1A3
ALDH6	ALDH1A3
ALDH1B1	ALDH1B1
ALDHX	ALDH1B1
ALDH5	ALDH1B1
ALDH1L1	ALDH1L1
10-fTHF	ALDH1L1
FTHFD	ALDH1L1
ALDH1L2	ALDH1L2
FLJ38508	ALDH1L2
mtFDH	ALDH1L2
ALDH2	ALDH2
ALDH3A1	ALDH3A1
ALDH3	ALDH3A1
ALDH3A2	ALDH3A2
FALDH	ALDH3A2
SLS	ALDH3A2
ALDH10	ALDH3A2
ALDH3B1	ALDH3B1
ALDH7	ALDH3B1
ALDH3B2	ALDH3B2
ALDH8	ALDH3B2
ALDH4A1	ALDH4A1
P5CDh	ALDH4A1
ALDH4	ALDH4A1
ALDH5A1	ALDH5A1
SSADH	ALDH5A1
SSDH	ALDH5A1
ALDH6A1	ALDH6A1
MMSDH	ALDH6A1
ALDH7A1	ALDH7A1
EPD	ALDH7A1
PDE	ALDH7A1
ATQ1	ALDH7A1
ALDH8A1	ALDH8A1
ALDH12	ALDH8A1
ALDH9A1	ALDH9A1
E3	ALDH9A1
ALDH7	ALDH9A1
ALDH4	ALDH9A1
ALDH9	ALDH9A1
ALDH16A1	ALDH16A1
MGC10204	ALDH16A1
ALDH18A1	ALDH18A1
P5CS	ALDH18A1
GSAS	ALDH18A1
PYCS	ALDH18A1
SPG9	ALDH18A1
ALDOA	ALDOA
ALDOB	ALDOB
ALDOC	ALDOC
ALG1	ALG1
HMT-1	ALG1
HMAT1	ALG1
CDG1K	ALG1
Mat-1	ALG1
ALG1L	ALG1L
ALG1L1	ALG1L
ALG1L2	ALG1L2
ALG2	ALG2
CDGIi	ALG2
FLJ14511	ALG2
hALPG2	ALG2
NET38	ALG2
CDG1I	ALG2
ALG3	ALG3
NOT56L	ALG3
Not56	ALG3
CDGS4	ALG3
D16Ertd36e	ALG3
ALG5	ALG5
bA421P11.2	ALG5
ALG6	ALG6
ALG8	ALG8
MGC2840	ALG8
ALG9	ALG9
DIBD1	ALG9
ALG10	ALG10
FLJ14751	ALG10
DIE2	ALG10
ALG10A	ALG10
ALG10B	ALG10B
KCR1	ALG10B
ALG11	ALG11
KIAA0266	ALG11
CDG1P	ALG11
ALG12	ALG12
ECM39	ALG12
CDG1G	ALG12
ALG13	ALG13
MDS031	ALG13
YGL047W	ALG13
FLJ23018	ALG13
TDRD13	ALG13
CDG1S	ALG13
GLT28D1	ALG13
CXorf45	ALG13
ALG14	ALG14
MGC19780	ALG14
ALK	ALK
CD246	ALK
ALKAL1	ALKAL1
UNQ9433	ALKAL1
AUGB	ALKAL1
FAM150A	ALKAL1
ALKAL2	ALKAL2
AUGA	ALKAL2
FAM150B	ALKAL2
ALKBH1	ALKBH1
hABH	ALKBH1
alkB	ALKBH1
ABH	ALKBH1
ALKBH	ALKBH1
ALKBH2	ALKBH2
MGC90512	ALKBH2
ABH2	ALKBH2
ALKBH3	ALKBH3
DEPC-1	ALKBH3
ALKBH4	ALKBH4
FLJ20013	ALKBH4
ALKBH5	ALKBH5
FLJ20308	ALKBH5
OFOXD1	ALKBH5
ALKBH6	ALKBH6
MGC15677	ALKBH6
ALKBH7	ALKBH7
MGC10974	ALKBH7
SPATA11	ALKBH7
ALKBH8	ALKBH8
MGC10235	ALKBH8
TRM9	ALKBH8
TRMT9A	ALKBH8
ALLC	ALLC
ALC	ALLC
ALMS1	ALMS1
KIAA0328	ALMS1
ALOX5	ALOX5
5-LOX	ALOX5
ALOX5AP	ALOX5AP
FLAP	ALOX5AP
ALOX12	ALOX12
12S-LOX	ALOX12
ALOX12B	ALOX12B
12R-LOX	ALOX12B
ALOX15	ALOX15
15-LOX-1	ALOX15
ALOX15B	ALOX15B
15-LOX-2	ALOX15B
ALOXE3	ALOXE3
eLOX3	ALOXE3
E-LOX	ALOXE3
ALPG	ALPG
GCAP	ALPG
ALPPL2	ALPG
ALPI	ALPI
IAP	ALPI
ALPK1	ALPK1
Lak	ALPK1
FLJ22670	ALPK1
KIAA1527	ALPK1
ALPK2	ALPK2
HAK	ALPK2
ALPK3	ALPK3
MAK	ALPK3
KIAA1330	ALPK3
Midori	ALPK3
ALPL	ALPL
TNSALP	ALPL
TNALP	ALPL
TNAP	ALPL
HOPS	ALPL
ALPP	ALPP
PALP	ALPP
PLAP	ALPP
ALS2	ALS2
ALS2CR6	ALS2
ALS2CL	ALS2CL
FLJ36525	ALS2CL
RN49018	ALS2CL
DKFZp686I0110	ALS2CL
ALS2CR12	ALS2CR12
ALX1	ALX1
CART1	ALX1
ALX3	ALX3
FND	ALX3
ALX4	ALX4
FPP	ALX4
PFM	ALX4
KIAA1788	ALX4
PFM2	ALX4
ALYREF	ALYREF
ALY	ALYREF
BEF	ALYREF
ALY/REF	ALYREF
REF	ALYREF
THOC4	ALYREF
AMACR	AMACR
RACE	AMACR
P504S	AMACR
AMBN	AMBN
AMBP	AMBP
UTI	AMBP
HCP	AMBP
EDC1	AMBP
HI30	AMBP
IATIL	AMBP
ITILC	AMBP
ITI	AMBP
ITIL	AMBP
AMBRA1	AMBRA1
FLJ20294	AMBRA1
KIAA1736	AMBRA1
WDR94	AMBRA1
DCAF3	AMBRA1
AMD1	AMD1
SAMDC	AMD1
AMDHD1	AMDHD1
MGC35366	AMDHD1
AMDHD2	AMDHD2
CGI-14	AMDHD2
AMELX	AMELX
AMG	AMELX
AIH1	AMELX
AMELY	AMELY
AMGL	AMELY
AMER1	AMER1
RP11-403E24.2	AMER1
FLJ39827	AMER1
WTX	AMER1
FAM123B	AMER1
AMER2	AMER2
FLJ25477	AMER2
FAM123A	AMER2
AMER3	AMER3
FLJ38377	AMER3
FAM123C	AMER3
AMFR	AMFR
RNF45	AMFR
gp78	AMFR
AMH	AMH
MIS	AMH
AMHR2	AMHR2
MISR2	AMHR2
MISRII	AMHR2
AMIGO1	AMIGO1
AMIGO	AMIGO1
KIAA1163	AMIGO1
AMIGO2	AMIGO2
ALI1	AMIGO2
DEGA	AMIGO2
AMIGO3	AMIGO3
AMMECR1	AMMECR1
AMMECR1L	AMMECR1L
MGC4268	AMMECR1L
AMN	AMN
amnionless	AMN
AMN1	AMN1
AMOT	AMOT
KIAA1071	AMOT
AMOTL1	AMOTL1
JEAP	AMOTL1
AMOTL2	AMOTL2
LCCP	AMOTL2
AMPD1	AMPD1
MAD	AMPD1
MADA	AMPD1
AMPD2	AMPD2
SPG63	AMPD2
AMPD3	AMPD3
AMPH	AMPH
AMT	AMT
GCST	AMT
NKH	AMT
AMTN	AMTN
UNQ689	AMTN
RSTI689	AMTN
AMY1A	AMY1A
AMY1	AMY1A
AMY1B	AMY1B
AMY1	AMY1B
AMY1C	AMY1C
AMY1	AMY1C
AMY2A	AMY2A
AMY2	AMY2A
AMY2B	AMY2B
AMY2	AMY2B
AMZ1	AMZ1
KIAA1950	AMZ1
AMZ2	AMZ2
ANAPC1	ANAPC1
MCPR	ANAPC1
TSG24	ANAPC1
APC1	ANAPC1
ANAPC2	ANAPC2
APC2	ANAPC2
KIAA1406	ANAPC2
ANAPC4	ANAPC4
APC4	ANAPC4
ANAPC5	ANAPC5
APC5	ANAPC5
ANAPC7	ANAPC7
APC7	ANAPC7
ANAPC10	ANAPC10
APC10	ANAPC10
DOC1	ANAPC10
DKFZP564L0562	ANAPC10
ANAPC11	ANAPC11
HSPC214	ANAPC11
APC11	ANAPC11
Apc11p	ANAPC11
MGC882	ANAPC11
ANAPC13	ANAPC13
SWM1	ANAPC13
APC13	ANAPC13
DKFZP566D193	ANAPC13
ANAPC15	ANAPC15
HSPC020	ANAPC15
DKFZP564M082	ANAPC15
APC15	ANAPC15
C11orf51	ANAPC15
ANAPC16	ANAPC16
bA570G20.3	ANAPC16
FLJ33728	ANAPC16
APC16	ANAPC16
CENP-27	ANAPC16
C10orf104	ANAPC16
ANG	ANG
RNASE5	ANG
RAA1	ANG
ANGEL1	ANGEL1
Ccr4e	ANGEL1
KIAA0759	ANGEL1
ANGEL2	ANGEL2
KIAA0759L	ANGEL2
FLJ12793	ANGEL2
Ccr4d	ANGEL2
ANGPT1	ANGPT1
KIAA0003	ANGPT1
Ang1	ANGPT1
ANGPT2	ANGPT2
Ang2	ANGPT2
ANGPT4	ANGPT4
ANGPTL1	ANGPTL1
ANG3	ANGPTL1
AngY	ANGPTL1
ARP1	ANGPTL1
ANGPT3	ANGPTL1
ANGPTL2	ANGPTL2
ARP2	ANGPTL2
HARP	ANGPTL2
ANGPTL3	ANGPTL3
ANGPT5	ANGPTL3
ANGPTL4	ANGPTL4
pp1158	ANGPTL4
PGAR	ANGPTL4
ARP4	ANGPTL4
HFARP	ANGPTL4
FIAF	ANGPTL4
NL2	ANGPTL4
ANGPTL5	ANGPTL5
ANGPTL6	ANGPTL6
ARP5	ANGPTL6
AGF	ANGPTL6
ANGPTL7	ANGPTL7
CDT6	ANGPTL7
AngX	ANGPTL7
ANGPTL8	ANGPTL8
TD26	ANGPTL8
RIFL	ANGPTL8
C19orf80	ANGPTL8
ANHX	ANHX
ANK1	ANK1
SPH1	ANK1
ANK	ANK1
ANK2	ANK2
LQT4	ANK2
ANK3	ANK3
ANKAR	ANKAR
FLJ25415	ANKAR
ANKDD1A	ANKDD1A
FLJ25870	ANKDD1A
ANKDD1B	ANKDD1B
ANKEF1	ANKEF1
FLJ21669	ANKEF1
dJ839B4.6	ANKEF1
ANKRD5	ANKEF1
ANKFN1	ANKFN1
FLJ38335	ANKFN1
ANKFY1	ANKFY1
ANKHZN	ANKFY1
KIAA1255	ANKFY1
ZFYVE14	ANKFY1
BTBD23	ANKFY1
RANK-5	ANKFY1
ANKH	ANKH
HANK	ANKH
ANK	ANKH
CPPDD	ANKH
SLC62A1	ANKH
CCAL2	ANKH
CMDJ	ANKH
ANKHD1	ANKHD1
MASK	ANKHD1
FLJ20288	ANKHD1
FLJ11979	ANKHD1
FLJ10042	ANKHD1
FLJ14127	ANKHD1
KIAA1085	ANKHD1
MASK1	ANKHD1
ANKIB1	ANKIB1
DKFZP434A0225	ANKIB1
KIAA1386	ANKIB1
ANKK1	ANKK1
X-kinase	ANKK1
ANKLE1	ANKLE1
FLJ39369	ANKLE1
LEMD6	ANKLE1
ANKRD41	ANKLE1
ANKLE2	ANKLE2
LEMD7	ANKLE2
Lem4	ANKLE2
KIAA0692	ANKLE2
ANKMY1	ANKMY1
FLJ20499	ANKMY1
ZMYND13	ANKMY1
ANKMY2	ANKMY2
DKFZP564O043	ANKMY2
ZMYND20	ANKMY2
ANKRA2	ANKRA2
ANKRD1	ANKRD1
C-193	ANKRD1
ALRP	ANKRD1
CARP	ANKRD1
CVARP	ANKRD1
MCARP	ANKRD1
ANKRD2	ANKRD2
ARPP	ANKRD2
ANKRD6	ANKRD6
KIAA0957	ANKRD6
ANKRD7	ANKRD7
TSA806	ANKRD7
ANKRD9	ANKRD9
ANKRD10	ANKRD10
FLJ20093	ANKRD10
ANKRD11	ANKRD11
LZ16	ANKRD11
T13	ANKRD11
ANKRD12	ANKRD12
KIAA0874	ANKRD12
FLJ20053	ANKRD12
GAC-1	ANKRD12
ANKRD13A	ANKRD13A
NY-REN-25	ANKRD13A
ANKRD13	ANKRD13A
ANKRD13B	ANKRD13B
FLJ25555	ANKRD13B
ANKRD13C	ANKRD13C
DKFZP566D1346	ANKRD13C
dJ677H15.3	ANKRD13C
ANKRD13D	ANKRD13D
ANKRD16	ANKRD16
DKFZP434N1511	ANKRD16
ANKRD17	ANKRD17
GTAR	ANKRD17
KIAA0697	ANKRD17
FLJ22206	ANKRD17
NY-BR-16	ANKRD17
MASK2	ANKRD17
ANKRD18A	ANKRD18A
KIAA2015	ANKRD18A
FLJ35740	ANKRD18A
ANKRD18B	ANKRD18B
