gene	sulem2015	saleheen2017	elgh	karcewski2019	deboever2018	any
MMP7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MMP8	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MMP9	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MMRN1	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MMRN2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MMS19	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MMS22L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MN1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MNAT1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MND1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MNDA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
MNS1	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MNT	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MNX1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOAP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB1A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB1B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB3A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB3B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB3C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOB4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOBP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOCOS	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
MOCS1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOCS2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOCS3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOG	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOGAT1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
MOGAT2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOGAT3	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MOGS	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOK	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MON1A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MON1B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MON2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORC1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MORC2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORC3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORC4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORF4L1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORF4L2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORN1	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
MORN2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORN3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORN4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MORN5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOS	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOSMO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOSPD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOSPD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOSPD3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOV10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOV10L1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MOXD1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MPC1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPC1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPC2	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MPDU1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPDZ	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MPEG1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPG	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPHOSPH10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPHOSPH6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPHOSPH8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPHOSPH9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPI	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MPIG6B	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MPL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPLKIP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPND	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MPO	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
MPP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPP2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPP3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPP4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPP6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPP7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPPE1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
MPPED1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPPED2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPRIP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPST	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MPV17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPV17L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPV17L2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPZ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPZL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPZL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MPZL3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MR1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRAP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRAP2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRAS	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRC1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRC2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRE11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MREG	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
MRFAP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRFAP1L1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGBP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGPRD	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGPRE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MRGPRF	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGPRG	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MRGPRX1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGPRX2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGPRX3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRGPRX4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRI1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRLN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRM1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRM2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRM3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRNIP	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MRO	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
MROH1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MROH2A	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MROH2B	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
MROH5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MROH6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MROH7	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
MROH8	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MROH9	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MRPL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL19	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL21	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL22	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL24	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL27	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL28	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL30	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL32	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MRPL33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL34	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL35	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL36	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL37	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL38	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL39	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL40	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MRPL41	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL42	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL43	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL44	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL45	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL46	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL47	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL48	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL49	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL50	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL51	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL52	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL53	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL54	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL55	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL57	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL58	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPL9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS18A	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MRPS18B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS18C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS21	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS22	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS24	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS25	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS26	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MRPS27	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS28	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS30	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS31	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MRPS33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS34	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS35	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS36	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRPS9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRRF	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRS2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRTFA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRTFB	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRTO4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MRVI1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A12	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MS4A13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A15	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MS4A18	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
MS4A2	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MS4A3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A4A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A4E	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A6A	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
MS4A6E	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MS4A7	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MS4A8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSANTD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSANTD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSANTD3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSANTD4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSGN1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSH2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSH3	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MSH4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSH5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSH6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSI1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSI2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSL3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSLN	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
MSMB	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSMO1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSMP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MSRA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MSRB1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSRB2	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MSRB3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSS51	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
MST1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
MST1R	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MSTN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSTO1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSX1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MSX2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ATP6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ATP8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-CO1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-CO2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-CO3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-CYB	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND4L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT-ND6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1E	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1F	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MT1G	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1H	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1HL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1M	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT1X	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT2A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MT4	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTA1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTA2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MTA3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTAP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTBP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTCH1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MTCH2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTCL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTCP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTDH	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTERF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTERF2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTERF3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTERF4	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTF2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTFMT	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTFP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTFR1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTFR1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTFR2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTG1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTG2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTHFD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTHFD1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTHFD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTHFD2L	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTHFR	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTHFS	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTHFSD	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTIF2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTIF3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTLN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTM1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR11	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MTMR12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR2	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTMR3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR7	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MTMR8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTMR9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTNR1A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MTNR1B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTO1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTOR	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTPAP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTPN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTR	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTREX	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRF1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
MTRF1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRNR2L8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTRR	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTSS1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTSS1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTTP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTURN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTUS1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MTUS2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTX1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTX2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MTX3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
MUC12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MUC15	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MUC16	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
MUC17	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
MUC19	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
MUC2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC21	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC22	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
MUC3A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC3B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC4	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
MUC5AC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC5B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUC6	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
MUC7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MUCL1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MUCL3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUM1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUM1L1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUS81	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUSK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUSTN1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUT	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MUTYH	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MVB12A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MVB12B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MVD	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MVK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
