ensg	n1tpm	medtpm
ENSG00000264773	0	0
ENSG00000229607	0	0
ENSG00000223382	4	0.2064
ENSG00000222784	0	0
ENSG00000235143	0	0
ENSG00000162512	52	38.07
ENSG00000134644	53	33.05
ENSG00000200154	0	0
ENSG00000202107	0	0
ENSG00000200181	0	0
ENSG00000237329	0	0
ENSG00000232768	0	0
ENSG00000215900	0	0
ENSG00000225142	0	0
ENSG00000084628	18	0.1869
ENSG00000060688	53	13.3
ENSG00000229447	36	1.74
ENSG00000121766	53	35.545
ENSG00000229044	0	0
ENSG00000121769	52	30.6
ENSG00000168528	41	3.464
ENSG00000268950	1	0
ENSG00000215899	0	0.03691
ENSG00000206981	0	0
ENSG00000228682	1	0
ENSG00000223907	1	0
ENSG00000229167	16	0.3042
ENSG00000142910	51	40.18
ENSG00000121764	2	0.1069
ENSG00000162517	53	58.43
ENSG00000235790	42	2.769
ENSG00000264078	1	0.10945
ENSG00000084636	52	38.06
ENSG00000121753	45	2.919
ENSG00000266580	0	0
ENSG00000254545	0	0
ENSG00000134668	13	0.3807
ENSG00000203620	0	0
ENSG00000269967	6	0.3999
ENSG00000184007	53	83.305
ENSG00000212673	18	0.6767
ENSG00000228634	0	0.188
ENSG00000121774	53	66.89
ENSG00000203325	0	0.1248
ENSG00000121775	53	8.895
ENSG00000266203	0	0
ENSG00000025800	53	28.84
ENSG00000084652	53	46.42
ENSG00000160050	53	4.876
ENSG00000224066	32	1.225
ENSG00000160051	52	4.119
ENSG00000222046	11	0.5875
ENSG00000160055	53	10.2
ENSG00000084623	53	173.3
ENSG00000220785	52	13.105
ENSG00000183615	52	5.362
ENSG00000182866	29	1.13
ENSG00000252450	0	0
ENSG00000116478	53	69.44
ENSG00000175130	53	98.24
ENSG00000233775	2	0.1203
ENSG00000162526	53	7.671
ENSG00000225828	53	9.6285
ENSG00000160058	53	44.45
ENSG00000224333	0	0
ENSG00000270850	0	0
ENSG00000229259	0	0
ENSG00000263529	0	0
ENSG00000273274	2	0.03786
ENSG00000160062	47	2.818
ENSG00000176261	53	10.265
ENSG00000200591	0	0
ENSG00000162521	53	29.31
ENSG00000162520	45	3.028
ENSG00000224409	0	0
ENSG00000162522	51	16.235
ENSG00000134684	53	20.13
ENSG00000116497	53	9.153
ENSG00000160097	42	5.082
ENSG00000121905	19	0.514
ENSG00000121900	51	31.45
ENSG00000221423	0	0
ENSG00000116514	53	20.56
ENSG00000267885	0	0.2948
ENSG00000217644	0	0.1031
ENSG00000239670	1	0.08825
ENSG00000004455	53	37.99
ENSG00000236065	3	0.05967
ENSG00000142920	45	2.8865
ENSG00000116525	53	6.661
ENSG00000160094	53	20.15
ENSG00000270115	9	0.4835
ENSG00000184389	0	0.1228
ENSG00000225313	52	5.833
ENSG00000134686	53	68.425
ENSG00000266239	6	0.43115
ENSG00000222112	41	2.4135
ENSG00000233246	1	0.08968
ENSG00000221225	0	0
ENSG00000234512	0	0
ENSG00000121903	32	1.219
ENSG00000235907	0	0.11795
ENSG00000121904	13	0.2164
ENSG00000227000	0	0
ENSG00000176256	1	0.01205
ENSG00000231163	1	0
ENSG00000201148	0	0
ENSG00000142698	1	0
ENSG00000221053	0	0
ENSG00000270241	0	0
ENSG00000207941	0	0
ENSG00000163866	53	8.371
ENSG00000189280	12	0.3682
ENSG00000189433	5	0.031105
ENSG00000216162	0	0
ENSG00000188910	13	0.2975
ENSG00000255811	0	0
ENSG00000187513	50	15.69
ENSG00000230163	53	4.121
ENSG00000116544	16	0.57665
ENSG00000252728	0	0
ENSG00000241014	51	3.9715
ENSG00000243749	53	37.11
ENSG00000163867	53	7.69
ENSG00000233940	0	0
ENSG00000197056	52	4.57
ENSG00000228348	0	0
ENSG00000116560	53	95.9
ENSG00000201868	0	0
ENSG00000263591	0	0
ENSG00000146463	53	14.64
ENSG00000240374	0	0
ENSG00000201542	0	0
ENSG00000229994	50	4.003
ENSG00000227409	0	0
ENSG00000202129	0	0
ENSG00000142687	53	19.12
ENSG00000236274	0	0
ENSG00000020129	53	27.02
ENSG00000239636	15	0.7856
ENSG00000116819	46	3.184
ENSG00000126067	53	51.67
ENSG00000239859	0	0
ENSG00000142686	53	18.68
ENSG00000092853	5	0.16365
ENSG00000232335	0	0
ENSG00000134698	53	14.3
ENSG00000092847	53	8.9545
ENSG00000271164	0	0
ENSG00000271914	40	1.683
ENSG00000126070	53	4.186
ENSG00000271554	1	0.1734
ENSG00000232862	2	0.0502
ENSG00000092850	24	0.9536
ENSG00000116863	53	34.7
ENSG00000171812	40	6.448
ENSG00000054116	53	35.82
ENSG00000116871	53	102.3
ENSG00000264592	0	0
ENSG00000054118	53	67.6
ENSG00000231849	0	0
ENSG00000214193	49	4.491
ENSG00000142694	53	25.845
ENSG00000116883	52	13.06
ENSG00000196182	53	34.805
ENSG00000181817	53	30.34
ENSG00000222821	0	0
ENSG00000116885	51	6.143
ENSG00000201448	7	0.36755
ENSG00000116898	53	30.95
ENSG00000119535	51	4.677
ENSG00000230214	0	0
ENSG00000234481	0	0
ENSG00000163873	25	0.9615
ENSG00000264698	0	0
ENSG00000207328	0	0
ENSG00000223944	1	0
ENSG00000252368	0	0
ENSG00000230451	0	0
ENSG00000233621	53	5.026
ENSG00000163874	45	12.55
ENSG00000163875	53	34.28
ENSG00000263675	0	0
ENSG00000163877	53	8.255
ENSG00000232273	2	0.2974
ENSG00000237749	1	0.5116
ENSG00000163879	50	7.148
ENSG00000134697	53	16.11
ENSG00000169218	22	0.7536
ENSG00000116922	53	7.583
ENSG00000134690	31	1.152
ENSG00000183317	19	0.35335
ENSG00000200421	0	0
ENSG00000238871	0	0
ENSG00000214141	0	0
ENSG00000227416	0	0
ENSG00000185090	45	2.514
ENSG00000196449	53	16.52
ENSG00000197982	53	47.08
ENSG00000188786	53	6.1935
ENSG00000230610	0	0
ENSG00000235673	0	0
ENSG00000204084	53	8.38
ENSG00000252448	0	0
ENSG00000222282	0	0
ENSG00000183431	53	29.59
ENSG00000212541	2	0.40175
ENSG00000183386	53	19.63
ENSG00000183520	53	15.26
ENSG00000185668	18	0.3552
ENSG00000224592	13	0.2701
ENSG00000223589	0	0
ENSG00000265596	0	0
ENSG00000237290	1	0
ENSG00000200796	0	0
ENSG00000238063	1	0
ENSG00000215895	0	0.0702
ENSG00000116954	53	14.59
ENSG00000228436	49	2.614
ENSG00000214114	53	15.175
ENSG00000131233	0	0
ENSG00000158315	27	1.193
ENSG00000199963	0	0
ENSG00000207466	0	0
ENSG00000235549	0	0
ENSG00000174574	53	43.355
ENSG00000168653	53	389.9
ENSG00000127603	53	22.1
ENSG00000206654	0	0
ENSG00000222378	0	0
ENSG00000270040	12	0.5255
ENSG00000226438	0	0
ENSG00000217897	0	0
ENSG00000255103	33	1.139
ENSG00000183682	23	0.9009
ENSG00000237624	10	0.4506
ENSG00000182109	53	6.305
ENSG00000243970	47	2.3665
ENSG00000090621	53	84.44
ENSG00000201457	31	1.309
ENSG00000228060	4	0.3968
ENSG00000163909	50	10.07
ENSG00000225903	0	0
ENSG00000116981	7	0.1325
ENSG00000116983	19	0.2764
ENSG00000084072	53	12.675
ENSG00000225333	0	0
ENSG00000252413	0	0
ENSG00000116985	44	2.446
ENSG00000198754	7	0.3296
ENSG00000261798	5	0.2043
ENSG00000229213	0	0
ENSG00000043514	53	16.38
ENSG00000202222	0	0
ENSG00000116990	21	0.828
ENSG00000236546	2	0
ENSG00000207356	0	0
ENSG00000168389	44	5.369
ENSG00000228477	32	1.106
ENSG00000131236	53	124
ENSG00000131238	53	66.76
ENSG00000226745	1	0
ENSG00000117000	53	12.03
ENSG00000207508	0	0
ENSG00000188800	1	0
ENSG00000259943	53	13.295
ENSG00000084073	53	26.28
ENSG00000231296	0	0
ENSG00000049089	50	8.887
ENSG00000227311	0	0.1567
ENSG00000084070	53	36.315
ENSG00000213172	0	0
ENSG00000187801	22	0.9093
ENSG00000260920	26	0.988
ENSG00000187815	50	2.971
ENSG00000238287	30	1.068
ENSG00000164002	52	3.4055
ENSG00000227278	0	0
ENSG00000238186	11	0.6699
ENSG00000117010	51	2.434
ENSG00000236505	0	0
ENSG00000233910	0	0
ENSG00000117016	46	4.4885
ENSG00000237899	1	0
ENSG00000272145	52	3.463
ENSG00000066136	53	26.11
ENSG00000198974	0	0
ENSG00000207962	0	0
ENSG00000117013	47	3.5395
ENSG00000264582	0	0
ENSG00000179862	52	14.44
ENSG00000229528	1	0
ENSG00000228940	0	0
ENSG00000233118	0	0
ENSG00000171793	53	9.042
ENSG00000171790	23	0.8742
ENSG00000010803	53	24.68
ENSG00000215893	0	0
ENSG00000235358	1	0.1029
ENSG00000213987	0	0
ENSG00000204060	43	2.396
ENSG00000229901	22	0.6246
ENSG00000252563	0	0
ENSG00000127129	15	0.3754
ENSG00000127124	46	1.874
ENSG00000230881	0	0
ENSG00000230638	9	0.08805
ENSG00000264896	0	0
ENSG00000227538	1	0
ENSG00000228776	0	0
ENSG00000044012	4	0
ENSG00000197273	2	0
ENSG00000198815	53	24.81
ENSG00000227527	3	0.4627
ENSG00000177181	23	0.7674
ENSG00000235002	0	0
ENSG00000066185	40	1.501
ENSG00000127125	53	37.08
ENSG00000186409	33	1.265
ENSG00000230116	0	0
ENSG00000236876	14	0.61275
ENSG00000200254	0	0
ENSG00000236180	0	0
ENSG00000171960	53	12.57
ENSG00000234917	29	1.035
ENSG00000065978	53	408.45
ENSG00000164007	2	0.03489
ENSG00000117385	53	21.59
ENSG00000164008	53	6.32
ENSG00000228452	49	2.272
ENSG00000177868	53	17.385
ENSG00000164010	53	7.377
ENSG00000228192	4	0.4718
ENSG00000164011	53	8.647
ENSG00000233708	1	0
ENSG00000237090	0	0
ENSG00000225099	0	0.07447
ENSG00000117394	53	28.05
ENSG00000227533	34	1.496
ENSG00000207256	0	0
ENSG00000252803	0	0
ENSG00000186973	16	0.226
ENSG00000117395	53	27.78
ENSG00000243710	8	0.3216
ENSG00000199240	0	0
ENSG00000179178	32	3.335
ENSG00000253313	17	0.1317
ENSG00000066056	50	8.59
ENSG00000117400	1	0.2177
ENSG00000234694	27	1.044
ENSG00000117399	25	0.8049
ENSG00000066322	53	61.38
ENSG00000159479	53	34.8
ENSG00000229431	48	2.233
ENSG00000198198	53	13.36
ENSG00000229372	1	0.1997
ENSG00000178922	53	24.34
ENSG00000229348	4	0.2909
ENSG00000142949	50	32.33
ENSG00000066135	53	13.88
ENSG00000236200	31	1.198
ENSG00000126091	53	11.46
ENSG00000229444	2	0.05719
ENSG00000252201	0	0
ENSG00000233674	0	0
ENSG00000224751	0	0
ENSG00000117407	26	0.96695
ENSG00000237950	37	1.2395
ENSG00000117408	53	22.97
ENSG00000132768	53	17.63
ENSG00000117410	53	62.55
ENSG00000117411	53	28.775
ENSG00000159214	51	7.162
ENSG00000196517	50	7.1405
ENSG00000230615	4	0.2008
ENSG00000227163	0	0
ENSG00000271647	0	0
ENSG00000239560	0	0
ENSG00000171872	3	0.07471
ENSG00000233514	1	0.20555
ENSG00000239275	0	0
ENSG00000226804	0	0
ENSG00000200171	0	0
ENSG00000238037	0	0
ENSG00000227994	0	0
ENSG00000271329	0	0.04244
ENSG00000178028	53	22.47
ENSG00000117419	53	41.65
ENSG00000233602	1	0.2999
ENSG00000252146	0	0
ENSG00000199385	0	0
ENSG00000187147	53	17.075
ENSG00000263381	0	0
ENSG00000126106	53	5.3835
ENSG00000198520	42	2.0315
ENSG00000199377	0	0
ENSG00000200169	0	0
ENSG00000142945	25	0.96
ENSG00000225721	1	0.1409
ENSG00000142937	53	702.3
ENSG00000200913	34	1.395
ENSG00000202031	0	0
ENSG00000234093	6	0.538
ENSG00000142959	25	0.89035
ENSG00000173846	53	11.81
ENSG00000188396	13	0.65395
ENSG00000222009	45	4.295
ENSG00000117425	46	3.994
ENSG00000226499	17	0.7949
ENSG00000070785	53	17.72
ENSG00000266294	0	0
ENSG00000253039	0	0
ENSG00000229815	0	0
ENSG00000232369	0	0.1191
ENSG00000268949	0	0.03009
ENSG00000126107	53	31.01
ENSG00000126088	53	43.01
ENSG00000162415	47	3.182
ENSG00000264650	0	0
ENSG00000234315	0	0
ENSG00000221707	0	0
ENSG00000186603	31	1.133
ENSG00000132781	53	12.045
ENSG00000132773	53	12.07
ENSG00000070759	52	6.646
ENSG00000238945	0	0
ENSG00000236872	0	0
ENSG00000236624	50	2.9795
ENSG00000132763	52	2.7695
ENSG00000117450	53	297.1
ENSG00000234379	0	0
ENSG00000117448	53	49.2
ENSG00000132780	53	36.495
ENSG00000159588	41	2.096
ENSG00000159592	53	34.875
ENSG00000225447	27	1.036
ENSG00000234329	32	1.2445
ENSG00000159596	53	17.14
ENSG00000197429	53	4.914
ENSG00000230896	52	3.5125
ENSG00000236111	0	0.068155
ENSG00000086015	53	27.155
ENSG00000232467	0	0
ENSG00000117461	51	10.33
ENSG00000226957	2	0.13155
ENSG00000233114	0	0
ENSG00000227857	3	0
ENSG00000117472	36	2.693
ENSG00000250719	1	0
ENSG00000085998	53	27.17
ENSG00000171357	48	3.468
ENSG00000085999	27	1.1
ENSG00000132128	53	30.845
ENSG00000173660	53	120.15
ENSG00000117481	53	5.984
ENSG00000225779	0	0
ENSG00000117480	53	20.54
ENSG00000232022	11	0.4982
ENSG00000224863	1	0
ENSG00000225667	5	0
ENSG00000197587	1	0
ENSG00000269956	10	0.65865
ENSG00000162456	3	0
ENSG00000079277	53	27.215
ENSG00000142961	53	12.86
ENSG00000123472	53	25.51
ENSG00000233647	0	0.07603
ENSG00000186118	1	0.1151
ENSG00000228237	1	0.2003
ENSG00000159658	53	45.125
ENSG00000236476	0	0
ENSG00000142973	33	6.769
ENSG00000154198	1	0.04052
ENSG00000238145	0	0
ENSG00000187048	2	0.1453
ENSG00000186377	47	5.957
ENSG00000259832	0	0
ENSG00000261196	0	0
ENSG00000261593	0	0
ENSG00000261290	0	0
ENSG00000186160	19	0.63405
ENSG00000225154	0	0
ENSG00000225506	0	0.1157
ENSG00000162365	2	0.1171
ENSG00000225514	0	0
ENSG00000224805	11	0.5479
ENSG00000162366	24	0.72905
ENSG00000162367	49	2.842
ENSG00000226252	12	0.5443
ENSG00000123473	18	0.7379
ENSG00000162368	53	73.68
ENSG00000225762	5	0.4152
ENSG00000186790	2	0.06314
ENSG00000237424	33	1.321
ENSG00000186564	13	0.4472
ENSG00000271355	0	0
ENSG00000229554	0	0
ENSG00000221346	0	0
ENSG00000227883	0	0
ENSG00000221447	0	0
ENSG00000227947	1	0
ENSG00000269113	35	2.334
ENSG00000225028	4	0.1067
ENSG00000226133	1	0
ENSG00000231413	0	0
ENSG00000237180	0	0
ENSG00000242267	10	0.4815
ENSG00000269709	0	0
ENSG00000223720	0	0
ENSG00000117834	25	0.90425
ENSG00000272491	32	1.548
ENSG00000132122	50	5.967
ENSG00000224986	2	0.19625
ENSG00000206700	0	0
ENSG00000235105	0	0.07825
ENSG00000223175	0	0
ENSG00000232514	0	0
ENSG00000186094	6	0.0831
ENSG00000162373	50	7.361
ENSG00000229846	0	0
ENSG00000239144	0	0
ENSG00000230114	0	0
ENSG00000225623	0	0
ENSG00000237478	0	0
ENSG00000215887	0	0
ENSG00000221746	0	0
ENSG00000227839	0	0
ENSG00000233595	0	0
ENSG00000162374	14	0.060225
ENSG00000230828	0	0
ENSG00000237337	0	0
ENSG00000233407	1	0
ENSG00000234080	0	0.2326
ENSG00000229316	0	0
ENSG00000225671	0	0
ENSG00000142700	3	0.02583
ENSG00000271782	39	1.644
ENSG00000185104	53	18.63
ENSG00000225767	1	0
ENSG00000202140	0	0
ENSG00000207194	0	0
ENSG00000252825	0	0
ENSG00000230585	0	0.2372
ENSG00000237130	0	0
ENSG00000123080	53	8.662
ENSG00000265538	0	0
ENSG00000204006	1	0
ENSG00000200262	0	0
ENSG00000213478	1	0.07947
ENSG00000239101	0	0
ENSG00000221492	0	0
ENSG00000203356	0	0.1036
ENSG00000238618	0	0
ENSG00000123091	53	86.37
ENSG00000233406	4	0.4307
ENSG00000236434	0	0.1374
ENSG00000085831	26	0.85085
ENSG00000261664	2	0.05197
ENSG00000085832	53	37.005
ENSG00000232027	0	0.2083
ENSG00000206595	0	0
ENSG00000238140	0	0.1121
ENSG00000227070	7	0.254
ENSG00000252032	0	0
ENSG00000227742	2	0.042685
ENSG00000117859	53	32.14
ENSG00000236973	0	0
ENSG00000232846	0	0
ENSG00000212624	0	0
ENSG00000078618	53	51.69
ENSG00000266993	42	3.1565
ENSG00000272175	3	0.5253
ENSG00000212076	0	0
ENSG00000230604	0	0
ENSG00000212174	0	0
ENSG00000265769	0	0
ENSG00000169213	20	0.5313
ENSG00000200839	0	0
ENSG00000229032	0	0
ENSG00000264613	0	0
ENSG00000117862	53	26.34
ENSG00000198841	53	10.35
ENSG00000223390	0	0
ENSG00000228369	1	0
ENSG00000134717	53	15.28
ENSG00000157077	52	13.72
ENSG00000241745	0	0
ENSG00000228407	17	0.728
ENSG00000223429	0	0
ENSG00000224255	0	0
ENSG00000236004	0	0
ENSG00000237663	0	0
ENSG00000213735	0	0
ENSG00000154222	53	17.325
ENSG00000272100	41	1.72
ENSG00000224680	2	0.3528
ENSG00000085840	15	0.6553
ENSG00000134748	53	19.25
ENSG00000134744	53	11.245
ENSG00000239063	0	0
ENSG00000272371	1	0
ENSG00000236290	1	0
ENSG00000116157	53	6.098
ENSG00000182183	6	0.2029
ENSG00000162377	53	6.2605
ENSG00000233664	0	0
ENSG00000239640	0	0
ENSG00000162378	53	11.23
ENSG00000252018	0	0
ENSG00000228929	39	1.9375
ENSG00000206627	0	0
ENSG00000203995	3	0.06559
ENSG00000242391	0	0
ENSG00000121310	53	53.42
ENSG00000230953	43	4.979
ENSG00000231866	0	0
ENSG00000116171	53	30.45
ENSG00000264834	0	0
ENSG00000266188	0	0
ENSG00000265815	0	0
ENSG00000237279	0	0
ENSG00000236360	0	0
ENSG00000226147	0	0
ENSG00000174348	51	28.44
ENSG00000162383	34	1.405
ENSG00000235563	11	0.2294
ENSG00000157184	53	11.16
ENSG00000162384	53	58.295
ENSG00000259818	1	0.028655
ENSG00000162385	53	25.89
ENSG00000226754	12	0.7572
ENSG00000270172	42	1.715
ENSG00000157193	44	2.626
ENSG00000234578	2	0.053415
ENSG00000228838	1	0
ENSG00000225030	1	0
ENSG00000232762	0	0
ENSG00000225675	6	0.078565
ENSG00000226938	1	0
ENSG00000230138	2	0.06046
ENSG00000236253	1	0
ENSG00000143006	1	0
ENSG00000174332	31	1.17
ENSG00000239007	0	0
ENSG00000058804	53	6.528
ENSG00000201003	0	0
ENSG00000264454	0	0
ENSG00000229687	0	0
ENSG00000058799	53	22.385
ENSG00000211452	4	0.1614
ENSG00000081870	53	9.305
ENSG00000116212	53	19.33
ENSG00000219102	0	0.14495
ENSG00000203985	4	0
ENSG00000197015	0	0
ENSG00000272091	52	8.6875
ENSG00000116209	53	99.62
ENSG00000203276	33	1.157
ENSG00000116205	50	2.3785
ENSG00000264208	0	0
ENSG00000225183	0	0
ENSG00000237611	33	1.17
ENSG00000212670	52	3.1955
ENSG00000157211	0	0.1159
ENSG00000248835	52	4.455
ENSG00000215883	44	2.04
ENSG00000116221	53	42.22
ENSG00000157216	53	39.15
ENSG00000198711	32	1.405
ENSG00000225632	0	0
ENSG00000232245	0	0
ENSG00000265404	0	0
ENSG00000235741	1	0
ENSG00000237173	0	0
ENSG00000252646	0	0
ENSG00000227453	0	0
ENSG00000162390	37	1.715
ENSG00000162391	7	0.24915
ENSG00000230728	0	0.07516
ENSG00000184313	48	6.333
ENSG00000243725	53	25.05
ENSG00000162396	52	3.263
ENSG00000006555	28	1.31
ENSG00000237453	3	0
ENSG00000162398	4	0.070015
ENSG00000116133	53	59.49
ENSG00000242396	0	0
ENSG00000233203	1	0.1437
ENSG00000143001	23	0.6008
ENSG00000162399	3	0.01465
ENSG00000169174	13	0.1358
ENSG00000162402	53	18.64
ENSG00000231090	0	0
ENSG00000231095	0	0
ENSG00000265822	0	0
ENSG00000231900	0	0
ENSG00000232198	0	0
ENSG00000199831	0	0
ENSG00000252162	0	0
ENSG00000272051	0	0
ENSG00000234810	2	0.02675
ENSG00000233147	2	0.05024
ENSG00000230250	1	0
ENSG00000227104	0	0
ENSG00000233079	1	0
ENSG00000235612	0	0
ENSG00000229871	0	0.08126
ENSG00000260971	11	0.413
ENSG00000223307	0	0
ENSG00000223956	1	0.0706
ENSG00000162407	52	59.26
ENSG00000236776	0	0.09017
ENSG00000224980	0	0
ENSG00000225475	0	0
ENSG00000162409	47	2.816
ENSG00000187889	10	0.08857
ENSG00000229913	0	0
ENSG00000157131	1	0
ENSG00000021852	3	0
ENSG00000236341	1	0
ENSG00000221591	0	0
ENSG00000173406	20	0.652
ENSG00000227935	1	0
ENSG00000236888	0	0
ENSG00000238773	0	0
ENSG00000226759	1	0
ENSG00000229887	0	0.00861
ENSG00000223416	0	0.1263
ENSG00000235038	0	0
ENSG00000230546	0	0
ENSG00000233216	0	0
ENSG00000162600	53	6.748
ENSG00000270209	0	0
ENSG00000264128	0	0
ENSG00000184292	36	2.123
ENSG00000185839	1	0.40825
ENSG00000162601	53	16.88
ENSG00000222168	0	0
ENSG00000264081	0	0
ENSG00000177606	53	127.7
ENSG00000234807	14	0.433
ENSG00000272226	3	0.3575
ENSG00000231740	0	0
ENSG00000232453	40	1.746
ENSG00000228121	0	0
ENSG00000230812	7	0.25105
ENSG00000241042	0	0
ENSG00000235215	0	0
ENSG00000237352	5	0.1722
ENSG00000224609	3	0.07199
ENSG00000270457	10	0.45535
ENSG00000172456	53	3.039
ENSG00000266150	0	0
ENSG00000226883	0	0.1589
ENSG00000231816	5	0.36615
ENSG00000134709	37	3.67
ENSG00000134716	35	4.481
ENSG00000265535	0	0
ENSG00000162598	2	0.023895
ENSG00000229332	0	0
ENSG00000238242	0	0
ENSG00000226476	9	0.1376
ENSG00000231252	4	0.1107
ENSG00000162599	51	11.31
ENSG00000237928	3	0.2225
ENSG00000263380	0	0
ENSG00000270742	0	0.1708
ENSG00000237853	1	0
ENSG00000264551	0	0
ENSG00000223920	1	0
ENSG00000162604	53	11.355
ENSG00000271200	36	1.8805
ENSG00000132849	52	7.506
ENSG00000200575	0	0
ENSG00000212360	0	0
ENSG00000236646	0	0
ENSG00000242860	0	0
ENSG00000263908	0	0
ENSG00000234204	0	0
ENSG00000234088	0	0
ENSG00000240563	6	0.1348
ENSG00000237227	0	0
ENSG00000132854	10	0.3619
ENSG00000201153	0	0
ENSG00000162607	53	18.52
ENSG00000116641	52	7.1125
ENSG00000270549	0	0
ENSG00000132855	3	0.09009
ENSG00000269624	1	0.04707
ENSG00000213703	0	0
ENSG00000235545	1	0.252
ENSG00000125703	53	8.164
ENSG00000234318	0	0
ENSG00000237163	0	0
ENSG00000229537	1	0
ENSG00000227485	0	0
ENSG00000229225	0	0
ENSG00000203605	1	0
ENSG00000271593	2	0
ENSG00000252259	0	0
ENSG00000224209	1	0
ENSG00000228734	0	0
ENSG00000223683	1	0
ENSG00000230798	16	0.269
ENSG00000187140	11	0.2031
ENSG00000252784	0	0
ENSG00000236674	0	0
ENSG00000088035	53	4.446
ENSG00000142856	50	3.667
ENSG00000203965	51	3.424
ENSG00000264271	0	0
ENSG00000251720	0	0
ENSG00000116652	17	0.7289
ENSG00000079739	53	35.4
ENSG00000244256	20	0.8089
ENSG00000185483	34	1.859
ENSG00000177452	0	0
ENSG00000228056	0	0
ENSG00000207190	0	0
ENSG00000200508	0	0
ENSG00000223949	1	0.022105
ENSG00000177414	1	0
ENSG00000238653	0	0
ENSG00000158966	50	9.212
ENSG00000264470	0	0
ENSG00000162437	50	7.9205
ENSG00000162434	53	59.14
ENSG00000234784	0	0
ENSG00000233877	0	0
ENSG00000226891	17	0.52835
ENSG00000185031	4	0.2526
ENSG00000272506	13	0.5341
ENSG00000212257	0	0
ENSG00000265996	0	0
ENSG00000199135	0	0
ENSG00000231485	4	0.3302
ENSG00000235804	0	0
ENSG00000234496	0	0
ENSG00000162433	48	14.375
ENSG00000231622	0	0
ENSG00000116675	40	1.7935
ENSG00000229294	1	0
ENSG00000234144	2	0
ENSG00000222624	0	0
ENSG00000116678	48	3.384
ENSG00000213625	53	40.11
ENSG00000237852	0	0.1494
ENSG00000238931	0	0
ENSG00000224570	0	0
ENSG00000239319	0	0
ENSG00000184588	52	7.396
ENSG00000227466	1	0
ENSG00000223152	0	0
ENSG00000118473	43	4.259
ENSG00000264720	0	0
ENSG00000248458	2	0.1151
ENSG00000221655	0	0
ENSG00000152760	30	1.214
ENSG00000172410	0	0
ENSG00000152763	22	0.77215
ENSG00000231080	0	0
ENSG00000198160	53	11.525
ENSG00000116704	53	8.1105
ENSG00000203963	1	0
ENSG00000252433	0	0
ENSG00000162594	2	0
ENSG00000253074	0	0
ENSG00000221733	0	0
ENSG00000252116	0	0
ENSG00000228523	0	0
ENSG00000081985	9	0.3029
ENSG00000142864	53	55.98
ENSG00000223263	0	0
ENSG00000235200	2	0
ENSG00000207504	0	0
ENSG00000238139	0	0
ENSG00000242482	0	0
ENSG00000232048	0	0
ENSG00000116717	53	34.33
ENSG00000172380	51	43.24
ENSG00000238778	0	0
ENSG00000232284	1	0.406
ENSG00000235055	0	0
ENSG00000162595	48	4.2945
ENSG00000228431	2	0.19375
ENSG00000263542	0	0
ENSG00000116729	52	31.37
ENSG00000234383	5	0.3861
ENSG00000221203	0	0
ENSG00000229133	0	0.1983
ENSG00000225242	0	0
ENSG00000237622	0	0
ENSG00000229440	0	0
ENSG00000116745	2	0.03134
ENSG00000024526	6	0.08893
ENSG00000233589	1	0
ENSG00000234264	0	0
ENSG00000225167	0	0
ENSG00000223883	1	0
ENSG00000235446	1	0
ENSG00000229639	0	0
ENSG00000033122	14	0.268
ENSG00000270615	0	0
ENSG00000240692	0	0
ENSG00000229359	1	0
ENSG00000237919	1	0
ENSG00000066557	53	10.99
ENSG00000244389	0	0
ENSG00000116754	53	93.49
ENSG00000228988	0	0
ENSG00000118454	53	12.425
ENSG00000197568	53	11.085
ENSG00000226088	1	0.23115
ENSG00000116761	51	3.8335
ENSG00000271992	29	1.0645
ENSG00000233020	0	0
ENSG00000237033	0	0
ENSG00000229051	1	0
ENSG00000226208	1	0
ENSG00000050628	27	1.111
ENSG00000235782	0	0
ENSG00000269933	14	0.3982
ENSG00000235079	1	0.2774
ENSG00000132485	53	65.77
ENSG00000207721	5	0.4663
ENSG00000229956	1	0.09122
ENSG00000264239	0	0
ENSG00000237726	0	0
ENSG00000226324	0	0
ENSG00000172260	47	5.077
ENSG00000231985	0	0
ENSG00000271618	0	0
ENSG00000228853	0	0
ENSG00000233994	0	0.1772
ENSG00000227207	0	0
ENSG00000212366	0	0
ENSG00000225087	4	0
ENSG00000227016	1	0
ENSG00000229636	0	0
ENSG00000251825	0	0
ENSG00000233973	1	0
ENSG00000223479	0	0
ENSG00000200601	0	0
ENSG00000252005	0	0
ENSG00000162620	1	0.090435
ENSG00000254685	53	6.503
ENSG00000116783	44	1.942
ENSG00000237324	0	0
ENSG00000233894	3	0.13055
ENSG00000162621	0	0.00706
ENSG00000178965	16	0.09953
ENSG00000234497	1	0
ENSG00000272864	44	2.097
ENSG00000116791	53	14.79
ENSG00000162623	53	11.96
ENSG00000229943	0	0
ENSG00000261213	1	0
ENSG00000224127	0	0
ENSG00000162624	4	0
ENSG00000224149	0	0
ENSG00000206999	0	0
ENSG00000137968	15	0.4773
ENSG00000224493	0	0
ENSG00000252338	0	0
ENSG00000213579	0	0
ENSG00000230863	1	0
ENSG00000178193	1	0
ENSG00000117054	53	31.17
ENSG00000181227	33	1.287
ENSG00000137955	53	24.46
ENSG00000057468	6	0.3314
ENSG00000266832	0	0
ENSG00000154007	1	0
ENSG00000225605	1	0
